"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.LKA.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Sri Lanka","2100.1","1923.5","1925.9","2080.0","2215.2","2282.3","2178.5","2070.5","1667.5","1831.2","2085.76023","2257.259152","2451.358887","2676.025851","2887.993226","2829.538564","2842.503321","2667.488694","2744.731424","2452.635043","2851.162841","3412.091344","2843.054964","3015.585462"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.G205.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Latin America and the Caribbean (LAC)","159693.9","148717.2","149012.7","171508.3","191730.2","222704.5","243262.8","288009.9","237823.2","300093.0","364048.86748","396133.852967","406913.312729","421588.866722","386984.074465","365083.704689","393169.772801","428616.531468","417442.925368","340336.082127","451091.74357","547629.336197","522186.596936","538948.732289"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.GX170.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Europe","8250.5","7719.9","8052.6","9904.3","12315.8","15715.2","21701.4","32006.3","19794.0","25293.8","34563.723659","36605.275166","35772.789883","33443.902112","26311.884743","25035.54462","27821.488988","29853.706203","29349.115906","26582.698246","32816.409376","35288.838873","33195.798231","35760.574211"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.COL.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Colombia","6067.5","5935.8","6789.9","7766.3","9424.3","9826.4","10034.0","13832.3","11875.3","16217.9","23114.211762","24621.667665","21626.226647","18299.72268","14056.886086","13795.801977","13552.160458","13751.767203","14150.97464","10779.986716","13175.521534","18484.451388","16158.55058","17690.348963"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.GX170.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Europe","15863.3","16647.1","19302.3","25521.3","30101.6","35711.1","34553.1","44229.2","29649.8","39635.6","51228.345659","47520.250372","46611.386528","46000.08053","40262.645898","38094.41402","43628.419726","50576.466987","52510.441996","47325.507792","70057.330507","61597.858171","52797.780276","54481.734981"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.MDV.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Maldives","102.9","121.6","97.9","86.5","5.8","2.4","3.7","4.0","3.1","1.8","2.880675","17.616884","20.313347","23.18033","21.724624","20.414572","22.048524","25.866616","25.256402","13.683345","14.124963","16.891768","10.515997","4.765289"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.G205.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Latin America and the Caribbean (LAC)","204600.5","209967.6","223709.6","263064.5","302501.1","341065.0","354528.0","385263.2","291558.0","367943.6","435710.892432","448447.509274","438571.920621","444266.397468","410188.886943","401684.651507","428591.710024","465877.137084","464949.798721","414271.851164","503548.671248","604002.968413","621020.749724","664686.762509"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.G001.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","World","1180171.1","1202414.8","1305311.5","1525472.2","1732492.6","1919201.8","2017388.2","2165986.7","1603566.4","1967930.9","2206506.3423","2275361.518597","2267908.47352","2347265.945442","2241276.242105","2188916.530216","2339591.330018","2536145.273678","2491699.567726","2331477.180822","2828874.700494","3242529.859066","3084110.149152","3267388.705988"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.BRB.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Barbados","286.4","268.5","301.7","347.6","393.0","443.1","456.6","498.0","404.5","397.9","439.876711","458.56757","452.155877","539.917095","591.573499","482.512059","527.327579","583.309951","567.794062","504.740124","743.826558","813.480708","715.670059","772.603153"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.G001.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","World","731026.0","693254.8","723792.1","816546.2","904308.3","1036986.2","1162694.9","1300121.4","1056913.0","1276805.2","1480414.589987","1544408.060598","1576909.969809","1619089.971025","1503337.029419","1452427.666983","1547195.40268","1665786.886956","1645940.338649","1429995.404019","1757821.567908","2065156.971432","2019551.635133","2065411.250609"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.SSD.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","South Sudan, Republic of","","","","","","","","","","","","","0.1","0.066454","0.188291","0.133314","0.279923","0.018461","66.390628","0.104602","0.083228","0.028667","0.308642","0.805202"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.SEN.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Senegal","104.4","4.1","5.0","3.4","4.0","22.2","21.3","18.6","7.5","5.5","6.766267","16.771627","16.981303","25.443021","71.718541","54.596498","72.401701","127.120175","131.283648","100.876977","148.082337","503.689109","158.782908","235.125168"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.RWA.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Rwanda","7.6","3.3","2.9","5.8","6.7","9.2","13.1","14.5","19.7","22.3","30.857888","33.286667","24.422296","40.664095","45.625423","25.446922","43.652957","67.361423","45.62475","32.636247","31.402278","57.420659","37.742266","30.238416"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.TZA.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Tanzania, United Republic of","29.4","26.6","26.1","25.9","35.4","36.2","47.9","57.5","51.2","44.0","58.954228","114.862791","70.326213","86.112184","104.794677","149.420762","123.664486","96.755441","129.781914","121.495916","97.920157","164.04178","192.484658","204.714855"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.G603.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Sub-Saharan Africa (SSA)","6899.9","5928.2","6792.6","8375.0","10072.1","11883.3","14152.9","18153.7","14795.2","16744.0","20706.494495","22023.231207","23477.978079","25088.076166","17450.126449","13245.431129","13642.581861","15536.217136","15401.237687","13062.043695","15982.787145","17975.956968","17739.908739","18267.944262"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.AFG.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Afghanistan, Islamic Republic of","0.7","4.7","62.9","25.2","67.7","45.8","76.8","86.9","124.3","87.2","26.139389","36.765072","45.514058","72.015255","21.561884","33.519088","14.423622","29.408728","38.744074","18.357228","21.894301","22.429331","19.94578","22.588359"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.PER.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Peru","1566.8","1556.5","1706.8","2095.4","2289.2","2927.2","4119.4","6184.1","4925.3","6749.1","8341.864469","9348.621449","10119.123891","10053.610414","8811.444595","8029.209189","8674.699203","9676.518492","9658.277056","7587.063733","10448.163433","13612.592403","12039.068958","11223.803301"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.MAC.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Macao Special Administrative Region, People's Republic of China","1281.2","1308.1","1430.3","1573.9","1320.4","1289.6","1143.7","957.3","246.0","147.2","113.087899","94.934494","94.596746","74.390191","122.379418","119.355818","95.378894","101.976651","102.983642","101.356419","148.047402","161.992524","135.137322","108.792661"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.THA.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Thailand","15566.0","15682.9","16106.1","18645.6","21034.8","23685.0","23792.9","24608.9","19863.8","23616.9","24831.572526","26066.841763","26168.824643","27122.648583","28594.754648","29492.52209","31108.472556","31872.659599","33442.622059","37554.949461","47360.942138","58654.339035","56373.813495","63328.180222"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.PER.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Peru","1969.9","2076.7","2572.4","3911.8","5395.4","6155.1","5488.7","6138.1","4412.2","5357.1","6605.022259","6418.281945","8126.732397","6076.664167","5068.703408","6249.007377","7273.423515","7892.300402","6139.459663","5519.639426","6882.518771","8624.672479","8734.908621","9363.192761"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.THA.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Thailand","5995.2","4859.6","5841.8","6363.0","7233.1","8152.4","8444.9","9066.8","6920.7","8974.4","10929.873027","10887.802586","11797.152105","11809.766363","11246.971119","10572.765997","11033.496504","12524.809583","13280.535344","11266.088031","12647.016475","15818.239579","15653.444955","17719.249485"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.CMR.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Cameroon","111.5","183.5","225.9","335.4","171.1","292.1","314.7","641.9","267.6","311.8","330.391692","308.25159","366.962437","186.008626","133.41656","150.772597","118.307613","219.490502","291.87574","470.45581","248.371222","103.047521","127.919704","248.80528"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.TJK.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Tajikistan, Republic of","5.4","1.3","7.7","7.5","248.8","62.0","0.2","8.2","9.0","1.4","12.287776","26.838677","0.671817","3.606706","31.119315","0.808641","0.931554","0.706495","2.19812","0.85604","0.897589","1.417199","1.0134","4.633938"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.CPV.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Cabo Verde","1.7","1.9","5.9","3.9","2.6","0.9","2.2","0.3","0.7","1.4","1.467584","3.966021","2.356117","1.721388","2.211643","4.036396","3.461583","3.546594","3.952995","4.61888","5.399945","6.693826","6.044437","4.482999"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.HKG.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Hong Kong Special Administrative Region, People's Republic of China","14072.4","12611.5","13542.1","15809.0","16322.5","17778.6","20120.7","21633.3","21118.3","26569.1","36398.784628","37471.809096","42340.173737","40857.860576","37174.29601","34907.975562","39854.770456","37318.311565","30804.547865","23825.773122","29899.609016","25827.552656","27768.195724","27886.366138"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.MSR.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Montserrat, United Kingdom-British Overseas Territory","","","","","","","","","","","","","","","","2.09","9.708109","17.513147","15.847391","11.601221","10.278371","9.879047","15.576855","12.071251"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.GRL.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Greenland","4.7","4.0","3.2","3.6","5.1","3.0","4.5","34.7","7.0","8.6","7.302165","15.85679","19.148034","12.713909","9.482605","4.062272","9.884715","9.888171","18.557709","6.940944","13.133816","7.373254","6.896456","48.420782"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.DJI.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Djibouti","18.6","56.0","34.4","43.3","47.8","47.8","59.1","140.9","196.7","124.4","129.1755","118.84164","164.483264","110.874793","152.732281","144.988388","157.30436","110.963434","150.063274","184.724489","186.608787","171.645368","191.424684","144.982858"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.NLD.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Netherlands, The","19524.7","18334.3","20703.0","24286.3","26495.6","31101.7","32986.0","40223.1","32347.0","34997.7","42227.119015","40618.286512","42507.092344","43075.167531","40706.219362","40377.066458","41499.803216","48563.029194","50680.611888","44824.329806","53194.552736","73207.320239","82188.780503","89648.784899"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.BGD.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Bangladesh","307.8","269.0","226.5","289.3","319.1","332.4","456.3","468.0","434.8","577.2","1144.148134","508.180705","708.81608","1113.364427","948.08417","895.37219","1473.824735","2081.527143","2339.320099","1851.824272","2350.381674","2962.117875","2251.990367","2213.964142"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.BWA.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Botswana","43.4","31.7","26.0","53.9","67.3","26.8","53.8","62.1","93.3","47.2","44.273591","47.983957","82.090829","52.866146","39.04197","42.305484","93.045279","81.908861","104.493063","48.657249","52.881876","45.172662","68.306172","104.327456"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.BRA.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Brazil","15928.4","12408.7","11218.2","13863.2","15345.6","19227.4","24628.4","32910.1","26175.1","35357.4","43018.838986","43771.278235","44092.976534","42429.393191","31665.655439","30297.081009","37330.68814","39400.347658","42862.72373","34591.765452","46917.109806","53840.654475","44807.817218","49666.976323"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.DEU.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Germany","30113.9","26628.5","28847.9","31380.8","34149.2","41319.6","49652.0","54732.3","43298.4","48201.2","49294.189419","48802.968878","47361.9906","49363.335254","49946.651212","49361.983668","53965.424642","57757.642813","60403.911977","58001.636678","65307.924357","72553.407512","76699.257272","75612.902972"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.TX598.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Asia not specified","96.2","102.8","94.0","106.5","210.1","108.4","128.1","149.8","167.7","150.2","205.550631","224.144873","140.528631","160.986388","137.213105","349.491612","47.101936","39.5611","43.580954","14.123173","14.509364","23.922196","65.918319","21.410342"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.AIA.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Anguilla, United Kingdom-British Overseas Territory","","","","","","","","","","","","","","","","11.64","59.398299","115.705453","73.77219","47.043939","79.692113","86.683533","70.197355","72.488329"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.BHR.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Bahrain, Kingdom of","433.0","419.2","508.8","300.5","350.7","490.7","591.4","829.5","668.4","1249.5","1214.407158","1176.914298","1017.911665","1059.757847","1274.052619","902.08104","897.933196","2042.278823","1406.459305","884.995311","933.978292","950.122664","1676.246189","1646.230202"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.ISL.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Iceland","225.6","219.0","242.2","308.3","510.0","365.9","629.6","469.6","349.5","324.9","628.054455","370.820354","513.396893","364.460684","388.610319","467.2952","399.258756","670.38863","555.036553","292.456106","628.868305","674.992478","328.246158","985.844921"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.OMN.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Oman","306.1","356.6","323.1","329.8","593.2","853.8","1059.3","1415.5","1087.5","1101.3","1436.672881","1746.916573","1571.253845","2015.911666","2364.234785","1783.92404","1984.163974","2415.171753","1936.843763","1129.753862","1396.882416","1486.697447","1862.409322","1954.270075"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.TON.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Tonga","4.8","11.2","5.7","7.0","9.8","10.4","13.2","13.7","13.0","20.6","19.269574","26.892624","19.238838","20.03182","13.802348","15.155035","16.719457","24.125752","20.401913","14.666424","18.910714","16.001347","17.101715","19.909723"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.COD.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Congo, Democratic Republic of the","18.6","28.2","30.6","66.7","64.4","70.7","112.9","130.4","79.9","93.5","165.92539","199.549248","169.806311","181.848831","136.375247","83.33675","76.260999","78.002318","131.898188","151.968707","211.901683","148.882574","189.008188","253.285367"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.GX901.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","CIS","3836.6","3837.5","3694.0","4833.9","5867.3","7081.8","10641.5","13822.7","8199.5","9164.3","12946.379994","15329.989803","16209.993892","15533.117334","9661.431549","9465.52176","10688.680938","11216.233309","10892.714175","8357.958918","11331.753813","6375.373984","5822.693754","6156.235004"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.GX901.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","CIS","8062.4","8368.8","10387.5","14866.3","19775.0","25325.9","26534.9","38433.9","24091.5","32245.5","40936.830592","34020.297953","31157.829615","27710.341511","19285.565909","16336.246964","19629.292173","24826.992016","25536.675846","19857.132368","34406.331531","19652.685407","8685.04971","7204.396546"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.MAR.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Morocco","285.9","565.5","465.1","523.3","527.6","875.7","1343.1","1518.7","1606.1","1947.3","2823.307066","2170.396557","2483.740957","2102.225551","1608.420526","1865.991355","2218.490832","3035.2944","3501.600014","2300.550713","2789.448773","3717.856677","3752.347491","5268.646115"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.HND.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Honduras","2436.9","2564.6","2844.9","3076.5","3243.9","3693.4","4462.2","4845.5","3384.2","4608.3","6166.370382","5714.670349","5373.024605","5960.550932","5238.379598","4845.741299","5068.357944","5593.592134","5419.550761","4192.544235","6386.511378","7963.813805","6793.660832","7057.473677"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.PNG.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Papua New Guinea","22.3","23.3","30.2","42.6","55.3","43.8","65.7","69.9","217.8","191.7","304.028723","391.381919","166.733845","143.241059","207.498801","126.810774","105.851898","86.998946","95.190112","62.51663","44.114691","116.231762","129.178708","67.20022"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.AZE.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Azerbaijan, Republic of","64.5","69.6","121.2","158.8","132.4","231.0","177.5","238.9","222.0","253.3","337.884996","492.623482","381.001974","950.264996","469.841731","434.22347","354.544887","313.936001","374.331592","161.957202","131.657527","186.413753","541.549689","255.07449"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.G200.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Emerging Market and Developing Economies (EMDE)","466374.4","493849.7","563471.3","689573.2","828070.2","955210.9","1019942.6","1138665.5","852533.2","1073875.6","1211172.825919","1240754.703254","1225967.924662","1253044.043864","1189060.041625","1163968.760109","1265618.713603","1367487.812603","1282031.339395","1204315.199011","1497191.53331","1711634.196997","1553636.16681","1651351.169189"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.G998.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","European Union (EU)","191609.4","198414.3","217839.6","245022.1","267687.2","287225.1","306334.2","317487.7","239234.9","276264.6","317700.587607","327349.607812","334925.594906","363949.735908","368327.224865","362419.865024","381699.349248","426275.599359","451788.62891","415470.065262","490852.601321","553538.409348","577097.351788","605861.99607"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.G903.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Emerging and Developing Europe","8250.5","7719.9","8052.6","9904.3","12315.8","15715.2","21701.4","32006.3","19794.0","25293.8","34563.723659","36605.275166","35772.789883","33443.902112","26311.884743","25035.54462","27821.488988","29853.706203","29349.115906","26582.698246","32816.409376","35288.838873","33195.798231","35760.574211"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.BRN.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Brunei Darussalam","103.9","46.5","35.6","49.3","49.7","48.1","139.7","111.5","100.3","124.2","184.371635","157.609639","558.298747","549.203022","133.416784","614.919584","121.11934","266.010046","287.86121","146.432115","100.654158","112.864197","141.539766","127.213271"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.TLS.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Timor-Leste, Democratic Republic of","","","0.1","","1.0","","0.3","","","","0.026502","0.097608","0.116241","0.180797","3.295447","5.348401","5.488458","7.390451","5.122102","4.539774","6.268936","10.439867","4.940272","5.912676"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.PHL.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Philippines","11774.5","11431.1","10496.1","9581.3","9693.9","10136.5","9812.8","9099.5","7060.9","8303.0","9144.85931","9580.45138","9268.803788","10143.924039","10200.249384","10046.983296","11622.710638","12586.944243","12661.699193","11121.894329","13993.816654","16155.36794","13268.778517","14177.628116"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.NGA.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Nigeria","9179.9","6219.0","10948.6","17112.2","25109.3","28959.3","33740.5","39217.2","19737.3","31357.5","33854.186372","19014.224369","11723.857816","3839.186383","1915.825449","4175.994344","7050.16659","5616.098665","4609.511216","1484.712995","3444.170794","4783.334278","5696.147925","5699.175959"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.VEN.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Venezuela, República Bolivariana de","16140.8","15828.4","18074.3","26316.2","35292.1","38386.1","41010.7","52611.2","28785.3","33381.7","43256.522079","38723.837591","31997.378527","30219.171644","15563.678126","10891.819725","12344.266763","13194.111428","1933.744473","167.405606","294.972942","412.934195","3593.645785","5987.862777"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.G092.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","EMDEs by Source of Export Earnings: Nonfuel","218529.0","209669.2","222692.0","254446.3","284441.9","336791.7","382640.1","449340.9","379175.0","483734.6","576053.467468","605608.171951","632332.884086","650148.431448","600663.430657","581907.856107","634978.058227","676520.491764","659151.377644","581913.385408","749611.263769","870613.56729","828123.131007","859328.577202"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.LBY.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Libya","9.0","18.3","0.1","39.0","83.9","435.1","510.4","721.2","666.0","665.3","307.238676","549.022033","864.518039","531.855792","218.000522","188.880259","134.882137","243.859089","412.008734","290.0289","295.271886","290.847231","446.260381","567.220437"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.ZMB.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Zambia","15.9","35.7","19.4","26.3","29.0","51.7","69.5","78.6","58.7","56.6","129.784635","146.78883","141.148845","114.121914","84.169409","81.181163","85.149483","195.386034","99.45791","71.796562","94.037016","134.71423","94.485623","113.762941"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.CAN.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","Canada","220137.8","213954.0","227652.1","259806.8","291943.5","307823.1","317604.4","339711.7","228375.6","280387.2","315324.753291","324263.012583","332557.802817","347797.986092","295190.308915","278066.769006","299065.421162","318574.772746","318588.767408","270025.523613","357279.450281","436561.525548","421096.201172","412695.719877"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.FRA.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","France","20124.9","19347.4","17393.7","21557.1","22537.8","24385.7","27819.6","29949.1","27044.8","27777.4","28864.198399","31938.78905","33873.919473","32449.899964","31455.081853","32438.856811","34220.253893","37642.313632","38412.17531","28214.674909","30601.639201","47118.024442","45257.658882","44395.68114"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.GTM.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Guatemala","1877.0","2041.7","2273.6","2548.3","2812.9","3518.2","4076.1","4720.9","3900.8","4449.3","6151.169676","5748.945279","5552.507013","5963.675794","5863.821174","5899.879289","6863.758297","6638.744747","6803.115399","5844.415282","8091.575054","10209.849835","9741.798737","9714.801951"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.ITA.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Italy","9922.7","10097.6","10578.8","10719.0","11541.4","12587.8","14173.5","15497.3","12248.3","14198.6","16041.79062","16103.273694","16758.194061","16976.751119","16256.401954","16757.966102","18392.18479","22853.080777","23677.769355","19949.475161","21681.527155","27713.245041","28930.286166","32402.003335"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.ERI.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Eritrea, The State of","21.8","28.8","87.0","54.0","31.1","8.8","6.1","14.8","6.7","2.5","4.308872","5.863859","13.476312","5.327596","3.497538","3.048377","5.021254","8.190789","14.321999","18.675177","26.735638","32.751875","31.723965","37.475441"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.IRL.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Ireland","7149.6","6749.0","7698.5","8165.9","9335.3","8515.4","9010.8","8652.8","7516.4","7272.0","7657.624847","7392.737072","6632.32158","7806.415892","8945.716238","9555.690933","10707.688433","10748.945877","9796.561107","10668.06402","13733.827811","16010.997301","16948.709967","16538.031298"
"IMF.STA:IMTS(1.0.0)","USA.MG_CIF_USD.G092.A","OBS_VALUE","United States","Imports of goods, Cost insurance freight (CIF), US dollar","EMDEs by Source of Export Earnings: Nonfuel","393750.3","428038.4","473632.2","564895.7","658974.1","755517.5","803257.2","844152.2","697483.8","870122.7","958160.006373","1009765.369674","1029732.315536","1082778.328036","1096679.165606","1084119.220259","1169311.178149","1257960.671913","1205270.126886","1156221.501934","1414201.038151","1615972.928808","1481437.376609","1582193.335894"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.SLE.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Sierra Leone","27.8","25.3","28.4","40.6","37.8","39.3","55.4","59.4","42.7","61.0","102.791973","100.735979","82.411287","87.913406","77.90808","63.185898","79.172822","71.406452","78.234097","73.825863","114.635646","105.98045","103.858676","119.859059"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.CAF.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Central African Republic","3.7","6.5","7.4","30.0","14.8","25.0","19.7","23.5","31.6","10.4","12.335446","8.51584","4.10335","32.322366","33.924555","9.454798","11.178603","9.881566","16.985043","15.816339","17.370704","22.645805","16.926923","35.070359"
"IMF.STA:IMTS(1.0.0)","USA.XG_FOB_USD.POL.A","OBS_VALUE","United States","Exports of goods, Free on board (FOB), US dollar","Poland, Republic of","788.3","687.1","758.7","927.8","1266.5","1960.5","3122.6","4131.4","2304.9","2980.1","3143.110865","3346.364002","3778.190993","3660.284515","3718.121551","3661.005994","4523.433172","5358.183903","5964.596398","5047.035096","5855.456517","11379.991986","11014.636417","11984.988111"
