"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.MNG.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Mongolia","239.498","223.417","284.397","459.956942","539.611","1144.304","1323.252","1536.673","1296.729","2517.12454","3665.831923","3938.892379","3497.488787","5071.649336","3752.770181","3533.146","5005.882386","6280.24575","6266.58793","5004.70662","6811.245886","9346.15962","13113.799635","13684.99173"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.CZE.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Czech Republic","524.455","807.969","1281.507","1350.87594","1668.263","2364.347","4143.188","5505.394","5024.384","7119.541607","7670.425876","6323.423447","6836.608285","7994.520819","8227.274306","8061.246","8793.821432","11916.32614","12911.00788","13781.20454","15110.589293","18228.7776","16382.491809","17535.369599"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.NCL.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","New Caledonia","3.053","3.666","7.632","8.262061","15.147","19.072","30.755","52.584","55.645","407.111716","135.128058","96.691339","90.457447","90.716228","106.184116","87.606","85.689382","134.52911","155.40255","121.924","151.994819","169.53893","155.184505","92.622758"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.GNB.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Guinea-Bissau","5.577","3.874","12.351","5.994304","5.793","5.676","6.874","6.129","23.194","9.4337","14.833622","15.894649","11.769906","17.122435","19.451134","21.298","33.67273","29.76411","31.92357","51.45656","88.922404","56.70504","64.069214","98.188972"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.GRD.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Grenada","0.252","0.306","0.387","0.784534","2.725","4.095","2.991","3.693","3.952","5.110837","5.912234","19.864106","7.760906","15.111718","12.548772","7.815","10.691194","13.45724","14.56702","15.44406","20.632114","22.72835","24.873549","27.81118"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.LUX.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Luxembourg","38.941","51.3","311.414","917.516659","2039.568","2015.97","2052.845","3554.613","3049.949","987.619125","1595.967665","1956.309241","1807.977843","1946.397107","2325.43801","1255.538","701.056258","855.20416","1579.02593","999.19055","1512.568246","586.81646","447.850428","450.914627"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.VCT.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","St. Vincent and the Grenadines","13.074","8.209","7.646","13.247673","13.99","14.841","26.54","58.496","73.842","73.626826","78.187925","29.099103","25.284226","37.406562","39.283611","17.958","41.724006","36.9463","21.31323","10.17477","32.969682","21.62976","26.189793","33.500019"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.TWN.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Taiwan Province of China","5005.79","6589.647","9013.773","13547.83102","16558.726","20739.512","23480.437","25885.662","20511.277","29642.32492","35065.917038","36769.158896","40650.023166","46282.942456","45003.450001","41084.045","44027.729813","48650.32204","55079.73326","60161.0466","78384.31429","81296.34334","68493.810891","75271.178856"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.STP.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","São Tomé and Príncipe, Democratic Republic of","1.257","0.155","0.199","0.222785","0.551","1.218","1.78","1.878","2.198","2.054289","1.79217","3.007612","4.769806","5.727717","7.871269","6.632","6.882607","7.27813","8.92102","20.28549","14.944517","15.2862","11.739165","20.922116"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.COL.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Colombia","25.522","29.114","60.465","173.329056","205.068","263.823","1095.241","1121.542","971.539","2081.524532","2388.713287","3153.427182","3622.483055","7459.918456","3538.980159","2496.042","3880.076037","5859.95959","6276.62649","4305.12548","5582.841943","6988.37578","6387.279903","6251.44078"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.BRN.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Brunei Darussalam","148.237","241.813","311.143","251.434695","207.728","215.31","241.542","82.858","282.189","639.33337","561.675203","355.722788","86.596963","189.636689","97.27288","207.405","341.10199","247.04259","451.36247","1450.20443","2180.549527","2201.50118","1945.35119","2103.576537"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.LKA.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Sri Lanka","395.176","337.508","504.516","695.604239","941.165","1107.467","1385.791","1624.467","1569.63","1994.977054","2989.557913","3009.545279","3437.268652","3794.253862","4308.111972","4383.979","4110.857792","4284.58934","4088.06074","3845.56743","5258.03718","3764.59307","3807.427371","4992.819775"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.SSD.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","South Sudan, Republic of","","","","","","","","","","","1.322887","17.100522","75.182574","66.332828","155.332577","45.764","51.764852","77.24425","122.63005","156.05935","142.253444","156.60987","161.190932","166.475028"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.DOM.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Dominican Republic","0.223","1.814","3.514","15.578746","29.101","94.446","99.845","110.572","95.277","129.073021","291.804655","410.920164","293.744555","280.36374","211.834904","130.727","168.579952","182.16497","471.55607","297.83017","344.328811","514.99391","634.039272","553.197958"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.FSM.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Micronesia, Federated States of","","","","","","","","","","","","","","","","0.387","11.65676","22.86461","12.57456","7.2604","17.4343","0.10089","32.632329","94.735107"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.SWZ.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Eswatini, Kingdom of","2.993","4.725","6.685","11.490917","10.926","7.223","13.2","20.009","18.051","29.245592","30.70029","28.749538","24.795027","26.528388","31.26152","42.578","34.227819","36.44379","42.46916","39.87351","51.703869","81.88413","46.024148","50.604208"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.UGA.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Uganda","1.235","5.603","3.502","11.641231","20.002","17.702","19.853","17.106","20.129","26.537197","39.772759","42.608074","71.920623","111.561758","85.576275","37.781","33.410313","47.18786","42.27817","39.65061","43.848368","58.4592","70.343944","79.307298"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.UKR.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Ukraine","610.436","706.319","1246.465","1034.190891","784.915","437.28","665.988","1188.666","2184.162","2162.413088","3230.550352","3015.750748","3275.197098","3513.09583","3555.186916","2464.054","2325.87059","2644.27557","4503.82662","7792.4056","9759.720271","4206.3145","4036.66896","4354.137144"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.LTU.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Lithuania, Republic of","58.956","98.328","170.552","273.577629","361.079","555.316","802.276","1058.738","656.271","982.353501","1335.226221","1631.678374","1686.528293","1658.163494","1211.111153","1301.514","1601.0834","1765.57927","1681.94701","1802.79685","2196.293066","1788.96747","1964.774249","1984.022098"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.COD.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Congo, Democratic Republic of the","13.228","18.987","25.418","36.893514","49.722","68.765","92.959","231.762","321.404","473.746792","825.654976","838.386097","952.419323","1360.35393","1410.34108","1022.196","975.388091","1775.1034","2077.30815","2014.67027","2758.220874","5128.83539","4562.877703","4352.01081"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.TWN.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Taiwan Province of China","27344.254","38082.477","49364.172","64759.597574","74655.059","87140.794","100985.946","103330.277","85707.304","115645.176088","124895.239391","132194.252522","156512.199267","152309.968175","144488.159655","140077.045","155353.080082","177130.11851","172800.94689","202054.80049","251460.496828","240238.64757","200398.647719","217918.538631"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.ROU.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Romania","254.582","362.179","505.899","1057.360274","1370.525","6084.696","2085.07","2851.18","2379.13","3007.743185","3453.869111","2797.090724","2822.964967","3226.511867","3186.478268","3476.045","3781.08933","4521.13873","4562.82179","5144.38697","6714.320095","7403.22467","7802.446634","9331.520766"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.ISL.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Iceland","33.968","18.495","45.549","45.975234","74.671","77.663","92.228","93.079","54.231","71.045975","75.118008","95.40482","147.12436","143.68622","125.012632","134.309","111.671727","256.35031","113.07208","100.53186","206.899382","310.33052","266.925929","276.871342"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.DEU.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Germany","13694.815","16433.801","24391.747","30158.916191","30668.248","37887.535","45421.814","55911.13","55916.111","74378.385033","92758.996114","92029.034849","94131.112853","104776.262117","87470.109302","86376.904","96945.210857","106213.68273","105037.21196","105282.2867","120018.796247","111422.37309","106506.234933","94879.237157"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.MWI.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Malawi","4.493","6.517","10.792","18.764543","16.329","30.743","42.064","80.109","65.117","80.093567","113.107736","249.073137","213.490842","157.111593","248.323078","237.514","268.318945","222.70157","260.09524","218.90187","280.468505","282.95953","232.137524","251.850454"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.MHL.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Marshall Islands, Republic of the","","","","","","","","","","","","","","","","1020.021","3084.572835","2165.76727","2384.71531","3274.29608","3178.47771","3463.52615","3499.511018","5292.121338"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.MDV.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Maldives","2.098","2.975","3.34","7.902062","16.935","15.407","24.814","31.224","40.717","63.457587","97.122201","76.773018","97.374278","104.041149","172.564423","342.165","300.339319","399.06806","342.00342","274.70404","408.10506","453.7177","776.778279","621.173091"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.WSM.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Samoa","2.174","2.791","2.833","5.884119","5.939","12.953","11.554","29.498","37.236","70.051862","37.823113","71.745728","54.44609","55.866514","64.573329","73.455","65.033982","70.43347","87.94934","87.41841","102.330763","124.52666","121.622692","111.624238"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.MLT.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Malta","80.278","115.639","124.429","273.294702","301.145","474.621","327.564","1065.758","1259.377","1843.402556","2329.42281","2314.720136","2521.249358","3192.618589","2376.675755","1603.32","2125.172123","1434.54058","1156.39895","1358.45165","2198.773981","1968.59809","1837.09107","4059.599992"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.KAZ.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Kazakhstan, Republic of","327.949","601.097","1565.504","2212.493168","3898.885","4751.53","7447.251","9819.611","7749.646","9279.174381","9560.960491","11001.438865","12540.255381","12718.336024","8426.734091","8272.956","11651.494503","11414.86773","12806.97853","11706.98856","13989.537444","16390.03418","24840.612345","28128.538763"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.FLK.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Falkland Islands (Malvinas)","","","","","","","","","","","","","","","","","","","","","","","0.475919","0.094481"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.FLK.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Falkland Islands (Malvinas)","","","","","","","","","","","","","","","","","","","","","","","1.02E-4","1.48E-4"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.NAM.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Namibia","21.216","20.181","37.597","52.431576","60.355","133.161","245.592","238.104","264.213","226.425396","280.344238","439.102431","481.213729","544.622399","497.787526","278.801","272.950974","319.78276","200.88611","223.3534","401.589022","563.60167","569.321025","533.908779"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.LVA.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Latvia, Republic of","47.068","67.519","110.641","179.136854","281.91","438.906","684.847","846.859","452.448","795.085937","1192.810196","1313.742915","1375.153888","1316.642829","1023.34042","1081.135","1148.330827","1168.31738","1078.37199","1048.65847","1146.521195","1023.44746","988.29604","862.982759"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.MLT.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Malta","71.492","179.605","227.788","251.937318","237.982","350.581","376.0","450.038","400.235","569.055789","851.689026","894.027483","725.208409","591.579623","441.139198","399.931","409.666106","349.13033","358.58185","387.55317","553.504555","584.79483","643.365329","482.075351"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.KAZ.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Kazakhstan, Republic of","960.758","1354.645","1720.828","2280.812216","2902.267","3607.171","6419.135","7726.212","6231.328","11034.422245","15328.977923","14646.958952","16023.877585","9698.53581","5839.999133","4792.848","6341.354554","8529.27409","9258.81734","9726.32159","11075.777968","14810.83531","16331.043148","15762.455901"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.NAM.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Namibia","11.262","28.98","36.914","46.297733","75.675","121.771","157.616","288.903","310.263","483.494511","222.481205","240.145417","248.049829","318.659934","213.380229","164.031","296.759018","503.78054","511.60566","557.88381","726.245248","589.75244","747.271274","831.063427"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.LVA.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Latvia, Republic of","5.049","5.237","19.212","19.812571","8.993","13.721","21.501","18.009","26.002","38.555305","63.425466","68.787331","99.157445","146.894074","144.399549","132.227","177.202286","212.80267","195.651","200.4663","239.050574","375.31116","271.978025","285.552291"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.HND.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Honduras","0.112","0.745","3.38","11.675235","14.165","18.619","15.712","17.343","50.598","87.148188","145.946934","254.03468","232.920782","164.981494","35.876053","27.771","23.837548","48.79384","31.78033","45.91557","34.243049","29.4769","81.882915","98.142865"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.MAR.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Morocco","84.348","122.151","160.972","214.013228","277.421","359.471","422.539","461.789","371.187","449.764578","474.605109","562.235793","533.7475","519.690726","528.702444","550.167","643.767944","717.53222","635.50725","591.47324","821.623237","914.12787","983.969671","1297.50832"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.DEU.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Germany","9759.365","11381.968","17446.504","23754.274338","32537.019","40302.242","48728.625","59191.758","49943.31","68068.776044","76433.383315","69175.765317","67349.002822","72730.919502","69203.670501","66044.117","71463.824369","78154.62412","79706.09116","86997.60612","115267.202321","116212.01278","101097.172137","107078.52845"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.PNG.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Papua New Guinea","19.17","27.253","60.925","52.514516","66.49","126.402","212.902","343.762","519.715","352.666394","452.839634","639.812378","553.168587","636.697454","989.773311","669.404","779.374793","791.00694","801.93073","923.18203","1051.157715","1432.55467","1309.506027","1331.830722"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.ISL.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Iceland","18.584","14.427","22.777","27.336799","46.778","39.988","35.649","35.235","33.198","41.33086","75.556015","88.952879","75.810385","59.416526","65.965137","95.273","110.09646","165.75318","142.63227","104.58912","151.816488","190.95048","242.564911","165.892309"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.HND.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Honduras","65.088","58.815","77.879","123.159601","133.903","223.597","272.908","321.295","212.154","322.276105","422.157421","1056.362808","798.97739","686.69891","857.955381","727.253","850.350016","991.14942","940.48518","923.64538","1585.745728","1560.35001","1849.780413","1936.576948"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.IDN.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Indonesia","2847.299","3426.811","4481.79","6257.420176","8368.54","9457.196","12618.474","17214.335","14743.837","21973.45959","29256.535595","34290.971303","36943.497903","39072.797713","34370.68974","32835.303","34879.43955","43358.27454","45685.37659","41060.79917","60708.88414","71503.03022","65890.186018","76836.523327"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.IRQ.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Iraq","397.826","420.853","56.054","149.548702","408.098","491.027","686.548","1199.417","1837.346","3599.713436","3830.330089","4913.728036","6895.656765","7742.868295","7926.950461","7743.082","8353.603581","7993.6376","9473.78691","10938.60709","10697.471982","14046.54961","14523.379031","16023.614477"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.MNE.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Montenegro","","","","","","","48.402","83.066","76.823","71.082965","89.962387","145.673516","86.461101","157.017015","134.139016","109.279","132.644002","178.65561","113.76191","113.20105","96.153612","219.34417","183.108903","171.733234"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.JPN.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Japan","45078.177","48483.03","59453.99","73536.262889","84097.191","91772.494","102116.308","116176.472","98044.946","120262.426506","147290.055987","151509.251755","149912.336864","149451.720062","135897.054589","129617.467","137528.612225","147564.60806","143223.96913","142721.94845","165902.055079","173096.27477","158089.831394","152051.031874"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.DMA.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Dominica","0.901","0.742","0.76","1.752857","0.946","8.186","30.608","38.152","1.159","2.528828","0.39216","1.146363","0.109395","0.566424","0.654063","0.942","0.772696","0.11906","0.47661","0.66136","1.344539","0.43117","0.699395","0.269028"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.CRI.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Costa Rica","26.508","184.496","560.884","641.264674","918.541","1747.282","2306.564","2270.348","2646.444","3106.865134","3844.236951","5270.58254","4755.058752","4197.398123","826.034107","697.016","789.515604","775.85319","720.41707","668.61991","815.362592","2009.28233","2919.505484","4379.661057"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.IRN.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Iran, Islamic Republic of","2423.845","2346.813","3315.739","4484.351709","6795.911","9946.064","13329.906","19581.289","13222.703","18235.744881","30264.799163","24929.440014","25396.675221","27464.563565","16013.245414","14919.187","18525.184772","21974.40701","13401.55935","6401.21581","6480.519636","6367.57075","4563.131286","4444.207547"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.BEN.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Benin","520.847","420.943","471.543","578.771812","953.033","1452.373","1971.653","2303.409","1952.575","2273.158372","2874.845507","2413.618224","2990.795616","3492.797104","2992.994643","2088.118","1936.255975","2152.97335","2155.75002","989.02809","1227.888945","1696.65942","1676.234323","968.082875"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.BOL.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Bolivia","7.737","9.553","11.84","23.553148","50.493","58.423","96.804","178.504","129.747","174.260795","384.907189","352.989872","530.867789","705.491317","570.29672","611.462","729.233478","836.14065","854.02801","688.03729","992.885318","1067.73889","1138.015348","1012.424588"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.LTU.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Lithuania, Republic of","4.434","11.806","17.263","13.523398","11.481","15.599","19.685","29.152","38.121","43.904888","87.580325","88.992421","124.236226","156.814796","139.705619","163.535","254.737704","332.42779","436.79404","487.48015","433.295016","90.99482","134.601107","211.48777"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.LAO.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Lao People's Democratic Republic","7.457","9.649","11.204","12.616888","25.544","49.636","84.991","149.484","336.572","562.014324","801.937104","785.017201","1020.645741","1761.07812","1298.095704","1343.603","1506.471956","2032.67192","2159.56552","2064.18644","2663.941338","3358.83624","3755.836741","4535.037376"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.CUW.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Curaçao, Kingdom of the Netherlands","","","","","","","","","","","","","","","","5.637","30.008509","41.10146","41.80709","35.52325","40.067232","61.04651","58.344765","84.899201"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.PAN.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Panama","1.95","3.715","28.597","14.921602","22.09","14.304","7.805","49.905","28.766","25.324667","42.865886","53.055381","44.084059","260.928213","315.389916","37.445","61.996969","81.85982","443.93279","442.77263","1103.987638","1278.57821","1629.407202","79.874316"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.COG.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Congo, Republic of","38.182","39.7","59.893","93.029016","144.72","241.702","420.098","611.406","368.083","353.635832","491.567991","520.69245","776.366262","986.85995","1039.286614","766.876","501.995778","445.351","434.92971","601.90867","680.307386","982.2235","1557.894913","1507.850945"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.DNK.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Denmark","898.761","917.428","1494.633","1945.741855","2789.847","3648.176","4594.103","5577.27","4246.007","5189.836783","6448.539759","6541.511895","5714.62997","6550.101524","6155.602975","5459.34","6522.8923","7306.90507","6716.70414","7456.81115","10873.019925","10183.16869","8168.456955","9397.574019"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.RUS.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Russian Federation","2714.579","3521.659","6039.169","9070.645655","13210.833","15829.316","28483.787","33011.265","17517.93","29591.844078","38885.810615","44073.177405","49607.589861","53685.678792","34810.190576","37696.489","43321.242882","48073.66052","49484.54046","50608.3706","67595.805013","76264.80448","111442.040177","115569.75176"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.BEL.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Belgium","2547.731","2876.788","3935.158","5860.594608","7740.074","9908.717","12681.132","14862.928","10878.092","14302.856796","18971.223771","16377.425603","15558.808641","17222.472654","16220.763717","14987.335","15891.104234","17177.55731","18242.34635","20776.4793","30400.674965","35534.44512","32719.098817","32892.246878"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.ZMB.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Zambia","35.683","46.055","47.883","171.081859","251.776","269.134","393.731","541.982","1240.623","2549.221037","2789.116467","2688.556315","3110.13681","3104.938727","1820.76966","2185.795","3069.805007","4156.1133","3298.4622","3319.401","4292.277132","5847.30645","4335.313769","5216.877773"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.POL.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Poland, Republic of","226.389","218.598","359.123","487.0693","557.922","668.409","1111.489","1394.145","1502.006","1698.070232","2050.282052","1997.811736","2240.313179","2943.18205","2747.952173","2533.071","3351.313273","3646.26132","3943.81087","4322.00546","5544.338529","5060.77791","4836.208131","4901.019226"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.FRA.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","France","4242.535","4299.189","6102.009","7669.283555","9026.601","11297.865","13365.209","15662.304","13041.338","17112.395511","22085.259017","24235.55836","23014.331636","27115.470442","24974.483093","22699.636","27299.354648","32287.47091","32580.84776","30215.84881","39155.314132","35614.65109","37785.750984","35064.53071"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.DMA.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Dominica","87.63","45.464","33.594","45.558233","49.261","60.984","73.442","75.383","22.32","40.929379","26.632456","25.579689","23.00784","37.352046","34.146553","36.528","49.7543","34.83781","33.89556","21.12734","34.977456","34.7083","75.36913","46.735105"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.CRI.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Costa Rica","63.187","81.542","98.523","154.307737","228.909","408.935","567.724","616.261","537.566","687.31597","884.015499","902.120608","926.217374","1109.747702","1330.986269","1517.136","1498.889278","1667.22124","1518.5334","1535.9674","2256.031598","2370.35768","2799.862639","3383.106036"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.LBY.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Libya","54.2","1.218","40.946","416.758168","941.718","1694.292","1547.638","2576.925","3160.836","4505.633996","2056.326106","6368.22342","2019.497711","742.956875","945.040517","346.179","1352.749207","4714.91045","4765.66509","817.45123","3201.841219","2924.8045","2196.185784","1172.224307"
